tname	tf	tfgenename	tfcount	gene	tfauc	gcount	npmotifregweight	npgexpress	nprtype
Antenna	Rfx_(-)-NPR	Rfx	886	Pdfr	0.07232	4	13.2	1.89391	npr
Antenna	Rfx_(-)-NPR	Rfx	377	SIFaR	0.03473	24	12.7	1.24403	npr
Antenna	Rfx_(-)-NPR	Rfx	1669	sNPF-R	0.04968	83	16.9	1.76213	npr
Antenna	Rfx_(-)-NPR	Rfx	1049	TkR86C	0.03637	9	11.4	1.34604	npr
Antenna	rn_(+)-NPR	rn	3402	AstA-R1	0.24499	5	28.1	1.52322	npr
Antenna	rump_(+)-NPR	rump	426	NPFR	0.03133	10	4.1	1.32394	npr
Antenna	rump_(+)-NPR	rump	503	SIFaR	0.03748	18	6.4	1.2664	npr
Antenna	scrt_(-)-NPR	scrt	982	CrzR	0.09127	97	18.6	1.67413	npr
Antenna	Sox102F_(+)-NPR	Sox102F	982	CrzR	0.18132	1	3.2	1.67413	npr
Antenna	Sox102F_(-)-NPR	Sox102F	982	CrzR	0.1193	1	3.2	1.67413	npr
Antenna	Sox14_(+)-NPR	Sox14	3391	AstA-R1	0.04511	3	1.3	1.51548	npr
Antenna	Sox14_(+)-NPR	Sox14	646	SIFaR	0.02983	2	2.1	1.21517	npr
Antenna	Sox14_(-)-NPR	Sox14	3410	AstA-R1	0.121	3	1.3	1.52199	npr
Antenna	Sox14_(-)-NPR	Sox14	649	SIFaR	0.12747	2	2.1	1.21418	npr
Antenna	SREBP_(+)-NPR	SREBP	649	SIFaR	0.0369	11	7.7	1.21418	npr
Antenna	sr_(-)-NPR	sr	2550	AstA-R1	0.08164	2	91.7	1.50118	npr
Antenna	sr_(-)-NPR	sr	317	AstC-R2	0.03767	3	16.1	2.36593	npr
Antenna	sr_(-)-NPR	sr	1671	FMRFaR	0.03502	1	36	1.41652	npr
Antenna	sr_(-)-NPR	sr	1116	Pdfr	0.10058	52	81.9	1.86649	npr
Antenna	sr_(-)-NPR	sr	1964	sNPF-R	0.08544	4	70.5	1.76324	npr
Antenna	sr_(-)-NPR	sr	1367	TkR86C	0.03801	90	92.1	1.36064	npr
Antenna	Stat92E_(-)-NPR	Stat92E	1444	FMRFaR	0.02762	15	14.2	1.42175	npr
Antenna	Stat92E_(-)-NPR	Stat92E	1691	sNPF-R	0.08028	3	8.1	1.73802	npr
Antenna	sv_(+)-NPR	sv	3410	AstA-R1	0.07851	9	6.1	1.52199	npr
Antenna	sv_(+)-NPR	sv	2667	sNPF-R	0.07554	1	0.6	1.68691	npr
Antenna	sv_(-)-NPR	sv	3410	AstA-R1	0.28672	9	6.1	1.52199	npr
Antenna	sv_(-)-NPR	sv	2667	sNPF-R	0.29272	1	0.6	1.68691	npr
Antenna	ttk_(+)-NPR	ttk	33	NPFR	0.09046	1	0.2	1.21212	npr
Antenna	ttk_(+)-NPR	ttk	29	SIFaR	0.07117	1	0.4	1.10345	npr
Antenna	ttk_(-)-NPR	ttk	518	NPFR	0.11905	1	0.2	1.26448	npr
Antenna	ttk_(-)-NPR	ttk	635	SIFaR	0.12358	1	0.4	1.2189	npr
Antenna	tup_(+)-NPR	tup	3392	AstA-R1	0.09816	6	7.3	1.52476	npr
Antenna	unpg_(+)-NPR	unpg	418	AstC-R2	0.10085	16	8.6	2.34689	npr
Antenna	Usf_(+)-NPR	Usf	2655	sNPF-R	0.03708	1	4.9	1.6806	npr
Antenna	vis_(+)-NPR	vis	99	SIFaR	0.03784	1	0.9	1.21212	npr
Antenna	vri_(-)-NPR	vri	648	SIFaR	0.15717	1	0	1.21451	npr
Antenna	vtd_(+)-NPR	vtd	420	AstC-R2	0.12425	2	3.2	2.34048	npr
Antenna	vtd_(+)-NPR	vtd	2657	sNPF-R	0.10929	3	22.1	1.68912	npr
Antenna	vvl_(+)-NPR	vvl	1866	TkR86C	0.08582	1	0.1	1.36013	npr
Antenna	vvl_(-)-NPR	vvl	1946	TkR86C	0.36924	1	0.1	1.35971	npr
Antenna	zfh2_(-)-NPR	zfh2	981	CrzR	0.07734	40	9.9	1.67482	npr
Body wall	Adf1_(+)-NPR	Adf1	1	AstC-R2	0.0173	2	0.3	9	npr
Body wall	bab1_(+)-NPR	bab1	18	SIFaR	0.13934	3	13.6	1.22222	npr
Body wall	bbx_(+)-NPR	bbx	19	AstC-R2	0.11691	32	11.2	1.68421	npr
Body wall	BtbVII_(-)-NPR	BtbVII	1322	CrzR	0.0155	12	7.1	6.91679	npr
Body wall	BtbVII_(-)-NPR	BtbVII	1462	FMRFaR	0.52879	2	0.2	1.34063	npr
Body wall	BtbVII_(-)-NPR	BtbVII	1145	Pdfr	0.0497	2	5.5	3.03581	npr
Body wall	C15_(+)-NPR	C15	214	sNPF-R	0.09857	7	12.7	1.43925	npr
Body wall	CG16779_(-)-NPR	CG16779	1145	Pdfr	0.17379	23	1	3.03581	npr
Body wall	CG16779_(-)-NPR	CG16779	18	SIFaR	0.09719	40	13	1.22222	npr
Body wall	CG16779_(-)-NPR	CG16779	218	sNPF-R	0.10038	61	79.5	1.43119	npr
Body wall	CG34367_(+)-NPR	CG34367	728	PK1-R	0.01383	46	13.4	1.15659	npr
Body wall	CG34367_(+)-NPR	CG34367	18	SIFaR	0.02979	85	13	1.22222	npr
Body wall	CG8281_(+)-NPR	CG8281	8	NPFR	0.09326	1	1.2	1.25	npr
Body wall	CHES-1-like_(-)-NPR	CHES-1-like	37	AstA-R2	0.03126	78	36.9	1.78378	npr
Body wall	CHES-1-like_(-)-NPR	CHES-1-like	1462	FMRFaR	0.0388	100	33.4	1.34063	npr
Body wall	CHES-1-like_(-)-NPR	CHES-1-like	1145	Pdfr	0.01995	85	16.3	3.03581	npr
Body wall	crc_(-)-NPR	crc	424	CrzR	0.03103	15	12.5	5.83019	npr
Body wall	croc_(+)-NPR	croc	35	AstA-R2	0.03809	14	12.2	1.82857	npr
Body wall	croc_(+)-NPR	croc	101	AstC-R1	0.03008	15	4.6	1.73267	npr
Body wall	croc_(+)-NPR	croc	19	AstC-R2	0.10594	66	6.7	1.68421	npr
Body wall	crp_(-)-NPR	crp	1190	FMRFaR	0.05631	1	0.2	1.34202	npr
Body wall	Dbx_(+)-NPR	Dbx	37	AstA-R2	0.07571	6	3.8	1.78378	npr
Body wall	Dif_(+)-NPR	Dif	1145	Pdfr	0.18295	21	20.4	3.03581	npr
Body wall	Dif_(-)-NPR	Dif	1145	Pdfr	0.0193	21	20.4	3.03581	npr
Body wall	Drgx_(+)-NPR	Drgx	124	AstC-R1	0.05748	58	31.3	1.59677	npr
Body wall	Drgx_(+)-NPR	Drgx	18	SIFaR	0.06297	23	19.7	1.22222	npr
Body wall	Drgx_(+)-NPR	Drgx	218	sNPF-R	0.05762	33	35.2	1.43119	npr
Body wall	Dr_(-)-NPR	Dr	1460	FMRFaR	0.20302	1	0	1.3411	npr
Body wall	EcR_(+)-NPR	EcR	1462	FMRFaR	0.29842	5	1.8	1.34063	npr
Body wall	EcR_(+)-NPR	EcR	1145	Pdfr	0.20738	6	5.9	3.03581	npr
Body wall	ERR_(-)-NPR	ERR	1322	CrzR	0.02752	1	0.7	6.91679	npr
Body wall	Ets65A_(+)-NPR	Ets65A	218	sNPF-R	0.07302	4	6.4	1.43119	npr
Body wall	foxo_(-)-NPR	foxo	1322	CrzR	0.06745	1	3	6.91679	npr
Body wall	foxo_(-)-NPR	foxo	1145	Pdfr	0.06331	2	6.5	3.03581	npr
Body wall	FoxP_(+)-NPR	FoxP	18	SIFaR	0.05562	1	2.6	1.22222	npr
Body wall	FoxP_(+)-NPR	FoxP	218	sNPF-R	0.01497	5	16.3	1.43119	npr
Body wall	grh_(-)-NPR	grh	730	PK1-R	0.16458	100	138.89999	1.15616	npr
Body wall	H15_(+)-NPR	H15	19	TkR86C	0.02077	1	2.6	1.21053	npr
Body wall	Hnf4_(-)-NPR	Hnf4	1462	FMRFaR	0.1368	2	0.4	1.34063	npr
Body wall	Hr78_(-)-NPR	Hr78	1462	FMRFaR	0.36944	12	1.6	1.34063	npr
Body wall	Hsf_(+)-NPR	Hsf	1322	CrzR	0.06965	1	0.7	6.91679	npr
Body wall	Hsf_(-)-NPR	Hsf	296	CrzR	0.08294	1	0.7	5.39865	npr
Body wall	jim_(+)-NPR	jim	1462	FMRFaR	0.15354	3	3.7	1.34063	npr
Body wall	jim_(+)-NPR	jim	37	NPFR	0.17249	1	1.8	1.2973	npr
Body wall	jim_(+)-NPR	jim	1145	Pdfr	0.09892	2	3	3.03581	npr
Body wall	jim_(-)-NPR	jim	881	FMRFaR	0.12597	3	3.7	1.3689	npr
Body wall	jim_(-)-NPR	jim	28	NPFR	0.14446	1	1.8	1.35714	npr
Body wall	jim_(-)-NPR	jim	590	Pdfr	0.11303	2	3	3.36949	npr
Body wall	Lim1_(+)-NPR	Lim1	773	AstA-R1	0.0158	1	8.9	1.75162	npr
Body wall	lz_(+)-NPR	lz	773	AstA-R1	0.04057	97	78.1	1.75162	npr
Body wall	Mef2_(-)-NPR	Mef2	1322	CrzR	0.06132	6	8.6	6.91679	npr
Body wall	Mef2_(-)-NPR	Mef2	1462	FMRFaR	0.06275	67	14.2	1.34063	npr
Body wall	Mef2_(-)-NPR	Mef2	1145	Pdfr	0.04346	2	7.2	3.03581	npr
Body wall	mirr_(+)-NPR	mirr	1322	CrzR	0.19343	24	26.6	6.91679	npr
Body wall	Mondo_(+)-NPR	Mondo	1322	CrzR	0.17653	7	7.7	6.91679	npr
Body wall	nej_(+)-NPR	nej	773	AstA-R1	0.14579	1	1.8	1.75162	npr
Body wall	nej_(+)-NPR	nej	1145	Pdfr	0.15076	3	1.9	3.03581	npr
Body wall	net_(+)-NPR	net	1462	FMRFaR	0.18087	2	5.4	1.34063	npr
Body wall	oc_(+)-NPR	oc	732	AstA-R1	0.0224	51	49.3	1.79235	npr
Body wall	otp_(+)-NPR	otp	124	AstC-R1	0.0912	98	12.7	1.59677	npr
Body wall	ovo_(+)-NPR	ovo	1145	Pdfr	0.05285	29	1.1	3.03581	npr
Body wall	ovo_(-)-NPR	ovo	1145	Pdfr	0.17537	29	1.1	3.03581	npr
Body wall	pan_(+)-NPR	pan	37	AstA-R2	0.22814	4	62	1.78378	npr
Body wall	pan_(+)-NPR	pan	1462	FMRFaR	0.21668	1	1.4	1.34063	npr
Body wall	pan_(+)-NPR	pan	1145	Pdfr	0.15689	3	15.8	3.03581	npr
Body wall	pan_(+)-NPR	pan	218	sNPF-R	0.21975	2	1.7	1.43119	npr
Body wall	pan_(-)-NPR	pan	37	AstA-R2	0.00631	4	62	1.78378	npr
Body wall	pan_(-)-NPR	pan	1462	FMRFaR	0.00154	1	1.4	1.34063	npr
Body wall	pan_(-)-NPR	pan	1145	Pdfr	0.00257	3	15.8	3.03581	npr
Body wall	pan_(-)-NPR	pan	218	sNPF-R	0.00316	2	1.7	1.43119	npr
Body wall	pb_(+)-NPR	pb	124	AstC-R1	0.01337	1	5.1	1.59677	npr
Body wall	Pdp1_(-)-NPR	Pdp1	1145	Pdfr	0.12534	8	40.3	3.03581	npr
Body wall	pnt_(+)-NPR	pnt	1462	FMRFaR	0.08627	1	2.2	1.34063	npr
Body wall	Ptx1_(+)-NPR	Ptx1	19	AstC-R2	0.07282	5	0.9	1.68421	npr
Body wall	repo_(+)-NPR	repo	18	SIFaR	0.05975	18	29.9	1.22222	npr
Body wall	repo_(+)-NPR	repo	218	sNPF-R	0.06771	100	58.9	1.43119	npr
Body wall	sd_(-)-NPR	sd	1145	Pdfr	0.2413	2	0.5	3.03581	npr
Body wall	Sox102F_(+)-NPR	Sox102F	1322	CrzR	0.14179	14	5.5	6.91679	npr
Body wall	Sox102F_(+)-NPR	Sox102F	1145	Pdfr	0.31747	8	27.7	3.03581	npr
Body wall	Sox102F_(-)-NPR	Sox102F	1322	CrzR	0.29042	14	5.5	6.91679	npr
Body wall	Sox102F_(-)-NPR	Sox102F	1133	Pdfr	0.02952	8	27.7	3.04148	npr
Body wall	sqz_(+)-NPR	sqz	24	AstA-R1	0.08926	3	2.9	3.75	npr
Body wall	sr_(-)-NPR	sr	772	AstA-R1	0.12118	58	29.4	1.74352	npr
Body wall	sr_(-)-NPR	sr	1454	FMRFaR	0.10591	21	29.6	1.34113	npr
Body wall	sr_(-)-NPR	sr	37	NPFR	0.09339	4	16.9	1.2973	npr
Body wall	sr_(-)-NPR	sr	217	sNPF-R	0.09889	24	35.7	1.43318	npr
Body wall	ss_(+)-NPR	ss	773	AstA-R1	0.0861	2	3.3	1.75162	npr
Body wall	svp_(-)-NPR	svp	1462	FMRFaR	0.09663	1	0.3	1.34063	npr
Body wall	TfAP-2_(+)-NPR	TfAP-2	17	TkR86C	0.08567	2	1.3	1.23529	npr
Body wall	tin_(+)-NPR	tin	218	sNPF-R	0.11521	86	10.7	1.43119	npr
Body wall	tup_(+)-NPR	tup	124	AstC-R1	0.1108	4	11.3	1.59677	npr
Body wall	tup_(+)-NPR	tup	218	sNPF-R	0.08591	65	13.5	1.43119	npr
Body wall	Ubx_(-)-NPR	Ubx	1322	CrzR	0.26978	4	3.8	6.91679	npr
Body wall	vnd_(+)-NPR	vnd	18	SIFaR	0.02767	1	0.8	1.22222	npr
Body wall	vnd_(+)-NPR	vnd	218	sNPF-R	0.02128	2	3.4	1.43119	npr
Body wall	vri_(-)-NPR	vri	1462	FMRFaR	0.13329	35	11.8	1.34063	npr
Body wall	Vsx1_(+)-NPR	Vsx1	18	SIFaR	0.09805	7	0.9	1.22222	npr
Body wall	Vsx1_(+)-NPR	Vsx1	218	sNPF-R	0.03956	3	7	1.43119	npr
Body wall	vvl_(+)-NPR	vvl	1321	CrzR	0.42768	1	41.4	6.92127	npr
Body wall	vvl_(-)-NPR	vvl	1322	CrzR	0.04919	1	41.4	6.91679	npr
Body wall	Xbp1_(-)-NPR	Xbp1	1215	CrzR	0.02642	33	27.2	6.9251	npr
Fat body	abd-A_(+)-NPR	abd-A	292	sNPF-R	0.11835	9	44.1	1.30479	npr
Fat body	Abd-B_(+)-NPR	Abd-B	40	AstA-R2	0.05056	28	37.3	1.35	npr
Fat body	Abd-B_(+)-NPR	Abd-B	9835	Pdfr	0.01356	19	0.2	3.36889	npr
Fat body	Abd-B_(-)-NPR	Abd-B	46	AstA-R2	0.30921	28	37.3	1.30435	npr
Fat body	Abd-B_(-)-NPR	Abd-B	12121	Pdfr	0.46747	19	0.2	3.21104	npr
Fat body	achi_(+)-NPR	achi	21	SIFaR	0.01264	2	13	1.2381	npr
Fat body	al_(+)-NPR	al	3811	AstA-R1	0.0367	36	10.2	3.13304	npr
Fat body	bab1_(+)-NPR	bab1	32	AstA-R2	0.113	1	0.7	1.40625	npr
Fat body	bab1_(+)-NPR	bab1	43	AstC-R2	0.10252	1	0.6	1.32558	npr
Fat body	bab1_(+)-NPR	bab1	28	SIFaR	0.06638	2	2.3	1.17857	npr
Fat body	bin_(+)-NPR	bin	50	AstC-R2	0.06962	7	26.3	1.28	npr
Fat body	bin_(+)-NPR	bin	218	FMRFaR	0.06143	10	7.3	1.18807	npr
Fat body	CG17829_(+)-NPR	CG17829	47	AstC-R2	0.03033	4	1.2	1.29787	npr
Fat body	CG17829_(+)-NPR	CG17829	31	SIFaR	0.0351	1	1.2	1.16129	npr
Fat body	CG3065_(+)-NPR	CG3065	5	CapaR	0.07862	1	1.6	1.2	npr
Fat body	CG34367_(+)-NPR	CG34367	40	TkR86C	0.05248	5	15.8	1.95	npr
Fat body	CG4730_(+)-NPR	CG4730	32	SIFaR	0.02237	1	0.7	1.15625	npr
Fat body	Cnot4_(+)-NPR	Cnot4	3813	AstA-R1	0.07864	11	1.7	3.13218	npr
Fat body	Cnot4_(+)-NPR	Cnot4	480	CrzR	0.06653	2	1.8	2.27917	npr
Fat body	Cnot4_(+)-NPR	Cnot4	154	TkR86C	0.06684	4	5.6	1.48052	npr
Fat body	CrebA_(-)-NPR	CrebA	547	AstA-R1	0.06759	31	184.89999	2.72029	npr
Fat body	croc_(+)-NPR	croc	50	AstC-R2	0.05795	48	15.3	1.28	npr
Fat body	croc_(+)-NPR	croc	218	FMRFaR	0.05237	30	12.2	1.18807	npr
Fat body	da_(+)-NPR	da	15	CapaR	0.01051	7	11.8	1.06667	npr
Fat body	Dif_(+)-NPR	Dif	46	AstA-R2	0.09972	100	290.70001	1.30435	npr
Fat body	Dif_(+)-NPR	Dif	12121	Pdfr	0.1368	100	289.39999	3.21104	npr
Fat body	Dif_(-)-NPR	Dif	20	AstA-R2	0.28783	100	290.70001	1.5	npr
Fat body	Dif_(-)-NPR	Dif	423	Pdfr	0.04575	100	289.39999	3.18913	npr
Fat body	disco-r_(+)-NPR	disco-r	11	NPFR	0.14554	12	8.8	1.63636	npr
Fat body	disco-r_(+)-NPR	disco-r	82	sNPF-R	0.07604	3	0.3	1.46341	npr
Fat body	dmrt11E_(+)-NPR	dmrt11E	1707	AstA-R1	0.03985	1	0.6	4.73697	npr
Fat body	Dp_(+)-NPR	Dp	12121	Pdfr	0.04254	98	11.3	3.21104	npr
Fat body	Drgx_(+)-NPR	Drgx	16	AstC-R1	0.04654	24	34.9	1.3125	npr
Fat body	Dr_(+)-NPR	Dr	459	CrzR	0.26139	2	5	2.25708	npr
Fat body	Dr_(-)-NPR	Dr	404	CrzR	0.06523	2	5	2.37376	npr
Fat body	E2f2_(+)-NPR	E2f2	24	AstC-R1	0.02319	3	9.1	1.25	npr
Fat body	E2f2_(+)-NPR	E2f2	50	AstC-R2	0.02586	2	19.4	1.28	npr
Fat body	E2f2_(+)-NPR	E2f2	15	CapaR	0.02365	4	6.4	1.06667	npr
Fat body	E2f2_(+)-NPR	E2f2	226	PK1-R	0.01829	1	20.4	1.0885	npr
Fat body	EcR_(+)-NPR	EcR	3810	AstA-R1	0.30472	1	6.2	3.1336	npr
Fat body	EcR_(-)-NPR	EcR	3398	AstA-R1	0.03944	1	6.2	3.17393	npr
Fat body	ey_(+)-NPR	ey	250	sNPF-R	0.04653	40	8.6	1.356	npr
Fat body	foxo_(-)-NPR	foxo	3361	AstA-R1	0.04158	51	38.8	3.20649	npr
Fat body	foxo_(-)-NPR	foxo	468	CrzR	0.05735	11	8.7	2.31197	npr
Fat body	foxo_(-)-NPR	foxo	10335	Pdfr	0.03494	69	46.8	3.29976	npr
Fat body	FoxP_(+)-NPR	FoxP	41	AstA-R2	0.02718	17	13.3	1.31707	npr
Fat body	Gsc_(+)-NPR	Gsc	224	PK1-R	0.01272	2	5.9	1.08929	npr
Fat body	Gsc_(+)-NPR	Gsc	36	SIFaR	0.02234	33	6.6	1.13889	npr
Fat body	Gsc_(+)-NPR	Gsc	289	sNPF-R	0.01904	10	4.7	1.30796	npr
Fat body	gt_(+)-NPR	gt	293	sNPF-R	0.08587	9	2.7	1.30375	npr
Fat body	Hand_(+)-NPR	Hand	85	FMRFaR	0.2453	2	5.1	1.27059	npr
Fat body	Hand_(+)-NPR	Hand	10	NPFR	0.37128	1	2.2	1.7	npr
Fat body	Hnf4_(-)-NPR	Hnf4	442	CrzR	0.03234	3	3.2	2.35068	npr
Fat body	hng1_(+)-NPR	hng1	50	AstC-R2	0.04296	2	18.8	1.28	npr
Fat body	hng1_(+)-NPR	hng1	36	SIFaR	0.0514	2	3.2	1.13889	npr
Fat body	Hsf_(+)-NPR	Hsf	15	CapaR	0.05143	17	20.3	1.06667	npr
Fat body	Hsf_(+)-NPR	Hsf	36	SIFaR	0.04707	2	12.6	1.13889	npr
Fat body	jim_(+)-NPR	jim	12121	Pdfr	0.14977	100	51.6	3.21104	npr
Fat body	ken_(+)-NPR	ken	3813	AstA-R1	0.05508	75	25	3.13218	npr
Fat body	ken_(+)-NPR	ken	50	AstC-R2	0.03612	1	7	1.28	npr
Fat body	ken_(+)-NPR	ken	15	CapaR	0.03485	3	7	1.06667	npr
Fat body	maf-S_(+)-NPR	maf-S	3731	AstA-R1	0.01032	1	3.1	3.12624	npr
Fat body	maf-S_(+)-NPR	maf-S	36	SIFaR	0.02816	2	30.9	1.13889	npr
Fat body	Mondo_(+)-NPR	Mondo	12121	Pdfr	0.23843	1	2.2	3.21104	npr
Fat body	Myc_(-)-NPR	Myc	3248	AstA-R1	0.08204	100	128	3.34637	npr
Fat body	Myc_(-)-NPR	Myc	9641	Pdfr	0.07106	97	63.1	3.17301	npr
Fat body	Nf-YA_(+)-NPR	Nf-YA	3794	AstA-R1	0.03395	2	2	3.13469	npr
Fat body	NK7.1_(+)-NPR	NK7.1	3801	AstA-R1	0.17418	1	2.3	3.13076	npr
Fat body	NK7.1_(+)-NPR	NK7.1	289	sNPF-R	0.17004	1	2.4	1.30796	npr
Fat body	OdsH_(+)-NPR	OdsH	3684	AstA-R1	0.03072	24	10.7	3.20358	npr
Fat body	Oli_(+)-NPR	Oli	36	SIFaR	0.01835	7	5.8	1.13889	npr
Fat body	pan_(+)-NPR	pan	46	AstA-R2	0.15795	11	4.1	1.30435	npr
Fat body	pan_(+)-NPR	pan	218	FMRFaR	0.16845	4	11.5	1.18807	npr
Fat body	pan_(+)-NPR	pan	12121	Pdfr	0.15643	13	23.6	3.21104	npr
Fat body	pan_(-)-NPR	pan	5	AstA-R2	0.14204	11	4.1	1	npr
Fat body	pan_(-)-NPR	pan	12	FMRFaR	0.12196	4	11.5	1	npr
Fat body	pan_(-)-NPR	pan	639	Pdfr	0.10148	13	23.6	1.79343	npr
Fat body	pita_(+)-NPR	pita	48	AstC-R2	0.02021	1	1	1.25	npr
Fat body	pnt_(+)-NPR	pnt	293	sNPF-R	0.14983	6	22.2	1.30375	npr
Fat body	Pph13_(+)-NPR	Pph13	186	AstA-R1	0.06998	1	0.5	4.53763	npr
Fat body	REPTOR-BP_(+)-NPR	REPTOR-BP	3813	AstA-R1	0.07788	1	1.2	3.13218	npr
Fat body	Scr_(+)-NPR	Scr	36	AstA-R2	0.04335	45	10.2	1.36111	npr
Fat body	slp1_(+)-NPR	slp1	18	AstC-R1	0.06682	78	8.1	1.33333	npr
Fat body	slp1_(+)-NPR	slp1	188	sNPF-R	0.04516	3	2.7	1.44681	npr
Fat body	Sox102F_(+)-NPR	Sox102F	12121	Pdfr	0.24113	2	48.8	3.21104	npr
Fat body	Sox14_(+)-NPR	Sox14	3813	AstA-R1	0.22247	8	10.1	3.13218	npr
Fat body	Sox14_(-)-NPR	Sox14	539	AstA-R1	0.0963	8	10.1	2.78664	npr
Fat body	Spps_(+)-NPR	Spps	14	CapaR	0.04069	1	0.6	1.07143	npr
Fat body	sqz_(+)-NPR	sqz	470	CrzR	0.10783	1	0.5	2.28936	npr
Fat body	SREBP_(+)-NPR	SREBP	480	CrzR	0.06674	12	8.6	2.27917	npr
Fat body	sr_(-)-NPR	sr	46	AstA-R2	0.31783	15	3.3	1.30435	npr
Fat body	sr_(-)-NPR	sr	218	FMRFaR	0.37833	53	12.9	1.18807	npr
Fat body	Tet_(-)-NPR	Tet	1786	AstA-R1	0.09695	100	26.3	3.61198	npr
Fat body	tgo_(+)-NPR	tgo	11	CapaR	0.02443	2	3.1	1	npr
Fat body	tup_(+)-NPR	tup	201	FMRFaR	0.02031	70	40.5	1.20398	npr
Fat body	tup_(+)-NPR	tup	285	sNPF-R	0.01961	84	40.5	1.31228	npr
Fat body	Vsx1_(+)-NPR	Vsx1	293	sNPF-R	0.03646	4	8.2	1.30375	npr
Fat body	Vsx2_(+)-NPR	Vsx2	29	SIFaR	0.02742	7	8.3	1.13793	npr
Fat body	Vsx2_(+)-NPR	Vsx2	291	sNPF-R	0.02793	83	30	1.30584	npr
Fat body	vvl_(+)-NPR	vvl	443	CrzR	0.23571	1	17.5	2.37923	npr
Fat body	vvl_(-)-NPR	vvl	477	CrzR	0.26324	1	17.5	2.28721	npr
Gut	abd-A_(+)-NPR	abd-A	73	AstA-R2	0.34184	11	18.1	2.32877	npr
Gut	Abd-B_(+)-NPR	Abd-B	76	FMRFaR	0.10974	1	3.6	1.46053	npr
Gut	Abd-B_(+)-NPR	Abd-B	383	sNPF-R	0.05223	11	36.9	1.30809	npr
Gut	amos_(+)-NPR	amos	27	AstC-R2	0.02623	88	16.6	5.25926	npr
Gut	amos_(+)-NPR	amos	71	FMRFaR	0.01564	1	1.2	1.4507	npr
Gut	ara_(+)-NPR	ara	383	sNPF-R	0.17776	26	59.3	1.30809	npr
Gut	Atf6_(-)-NPR	Atf6	2	SIFaR	0.08061	2	4.9	1.5	npr
Gut	bin_(+)-NPR	bin	84	AstA-R2	0.15942	100	21.3	2.15476	npr
Gut	bin_(+)-NPR	bin	138	AstC-R1	0.19161	100	25.6	1.92754	npr
Gut	bin_(+)-NPR	bin	27	AstC-R2	0.14029	99	28.9	5.25926	npr
Gut	bin_(+)-NPR	bin	75	FMRFaR	0.17562	100	26.1	1.46667	npr
Gut	bin_(+)-NPR	bin	361	Pdfr	0.16761	100	22.2	5.06648	npr
Gut	br_(+)-NPR	br	17	CrzR	0.09917	2	4.3	1.23529	npr
Gut	br_(+)-NPR	br	383	sNPF-R	0.07456	1	3.3	1.30809	npr
Gut	br_(-)-NPR	br	6	CrzR	0.04152	2	4.3	1.5	npr
Gut	br_(-)-NPR	br	181	sNPF-R	0.12628	1	3.3	1.30387	npr
Gut	cad_(+)-NPR	cad	17	TkR86C	0.06969	4	43.7	2.47059	npr
Gut	CG10431_(+)-NPR	CG10431	630	AstA-R1	0.03628	13	4.3	9.78254	npr
Gut	CG18599_(+)-NPR	CG18599	9	CrzR	0.07205	23	7.1	1.44444	npr
Gut	CG34367_(+)-NPR	CG34367	12	CrzR	0.03209	2	1.3	1.25	npr
Gut	CHES-1-like_(-)-NPR	CHES-1-like	880	AstA-R1	0.07805	6	5	4.61591	npr
Gut	cnc_(-)-NPR	cnc	1420	AstA-R1	0.06719	83	57	4.61479	npr
Gut	cnc_(-)-NPR	cnc	138	AstC-R1	0.21113	3	21	1.92754	npr
Gut	cnc_(-)-NPR	cnc	147	NPFR	0.07398	5	15.8	1.34694	npr
Gut	cnc_(-)-NPR	cnc	377	sNPF-R	0.0631	4	17.4	1.313	npr
Gut	Cnot4_(+)-NPR	Cnot4	1493	AstA-R1	0.06526	1	0.9	4.94508	npr
Gut	Cnot4_(+)-NPR	Cnot4	383	sNPF-R	0.06374	2	4.3	1.30809	npr
Gut	crc_(-)-NPR	crc	880	PK1-R	0.16639	1	0.9	2.01136	npr
Gut	CrebB_(-)-NPR	CrebB	1055	AstA-R1	0.03806	10	9.1	4.91185	npr
Gut	CrebB_(-)-NPR	CrebB	140	NPFR	0.03841	5	14.6	1.36429	npr
Gut	CrebB_(-)-NPR	CrebB	309	sNPF-R	0.03187	50	19	1.33657	npr
Gut	croc_(+)-NPR	croc	25	AstC-R2	0.15809	100	8.5	5.6	npr
Gut	croc_(+)-NPR	croc	70	FMRFaR	0.20518	97	15.5	1.5	npr
Gut	CycT_(+)-NPR	CycT	9	NPFR	0.0149	1	1.8	1.55556	npr
Gut	cyc_(+)-NPR	cyc	1493	AstA-R1	0.05185	23	5.6	4.94508	npr
Gut	Dif_(+)-NPR	Dif	85	AstA-R2	0.12669	6	3.7	2.14118	npr
Gut	Dif_(+)-NPR	Dif	76	FMRFaR	0.12881	3	0.9	1.46053	npr
Gut	Dif_(+)-NPR	Dif	148	NPFR	0.1018	1	0.1	1.34459	npr
Gut	Dif_(+)-NPR	Dif	361	Pdfr	0.12621	3	1.7	5.06648	npr
Gut	Dif_(+)-NPR	Dif	383	sNPF-R	0.11477	1	2.1	1.30809	npr
Gut	Doc2_(+)-NPR	Doc2	361	Pdfr	0.05756	2	14	5.06648	npr
Gut	Doc3_(+)-NPR	Doc3	1	CrzR	0.01428	3	1.2	2	npr
Gut	Doc3_(+)-NPR	Doc3	39	NPFR	0.0817	10	14.8	1.92308	npr
